year,type,item_id,gender,population_1000,fully_agree,rather_agree,rather_disagree,not_at_all
2012,motivation,common_good,all,3728.5,43.9,37.5,8.7,9.9
2012,motivation,help_others,all,3728.5,63.1,28.5,7.5,0.8
2012,motivation,career_benefit,all,3728.5,4.4,5.9,28.3,61.4
2012,motivation,use_skills,all,3728.5,36.6,37.7,17.9,7.8
2012,motivation,social_connection,all,3728.5,30.9,42.0,15.9,11.2
2012,motivation,social_recognition,all,3728.5,18.4,32.7,26.9,21.9
2012,motivation,stay_active,all,3728.5,29.6,41.2,14.4,14.9
2012,motivation,share_experience,all,3728.5,28.8,42.2,16.7,12.3
2012,motivation,learning,all,3728.5,18.9,29.5,26.2,25.4
2012,motivation,find_job,all,3728.5,3.4,1.0,13.2,82.4
2012,motivation,reciprocity,all,3728.5,34.1,34.9,15.8,15.2
2012,motivation,important_cause,all,3728.5,33.2,40.4,14.1,12.3
2012,motivation,enjoy_work,men,1790.1,56.1,35.4,0.3,8.2
2012,motivation,common_good,men,1790.1,43.5,35.1,14.6,6.8
2012,motivation,help_others,men,1790.1,53.4,32.0,8.5,6.1
2012,motivation,career_benefit,men,1790.1,9.9,7.0,24.7,58.4
2012,motivation,use_skills,men,1790.1,32.4,42.1,16.8,8.6
2012,motivation,social_connection,men,1790.1,33.6,41.0,17.2,8.1
2012,motivation,social_recognition,men,1790.1,19.7,35.2,23.3,21.8
2012,motivation,stay_active,men,1790.1,30.4,44.5,12.8,12.4
2012,motivation,share_experience,men,1790.1,30.5,45.9,12.3,11.3
2012,motivation,learning,men,1790.1,26.3,36.3,21.8,15.6
2012,motivation,find_job,men,1790.1,4.9,5.7,16.0,73.3
2012,motivation,reciprocity,men,1790.1,29.2,35.6,19.8,15.5
2012,motivation,important_cause,men,1790.1,35.0,37.9,16.9,10.3
2012,motivation,enjoy_work,women,1790.1,56.4,30.0,8.1,5.5
2012,motivation,common_good,women,1790.1,47.5,34.6,9.7,8.2
2012,motivation,help_others,women,1790.1,72.8,25.2,0.0,2.0
2012,motivation,career_benefit,women,1790.1,2.9,14.0,22.1,61.1
2012,motivation,use_skills,women,1790.1,33.7,36.0,13.7,16.6
2012,motivation,social_connection,women,1790.1,32.2,34.1,16.9,16.8
2012,motivation,social_recognition,women,1790.1,15.2,25.6,36.9,22.4
2012,motivation,stay_active,women,1790.1,29.2,37.9,16.7,16.1
2012,motivation,share_experience,women,1790.1,38.2,33.3,15.0,13.6
2012,motivation,learning,women,1790.1,20.0,23.7,27.3,29.0
2012,motivation,find_job,women,1790.1,0.6,0.0,14.5,85.0
2012,motivation,reciprocity,women,1790.1,38.2,35.6,11.1,15.1
2012,motivation,important_cause,women,1790.1,34.5,35.4,18.7,11.4
2006,motivation,enjoy_work,all,3728.5,54.1,38.9,7.1,0.0
2006,motivation,common_good,all,3728.5,49.4,41.2,7.0,2.4
2006,motivation,help_others,all,3728.5,60.6,30.5,0.0,8.9
2006,motivation,career_benefit,all,3728.5,6.6,12.6,28.3,52.5
2006,motivation,use_skills,all,3728.5,36.4,34.5,16.9,12.2
2006,motivation,social_connection,all,3728.5,32.3,35.5,18.3,13.8
2006,motivation,social_recognition,all,3728.5,25.4,32.5,21.5,20.6
2006,motivation,stay_active,all,3728.5,35.0,39.9,13.8,11.3
2006,motivation,share_experience,all,3728.5,29.6,45.7,20.3,4.4
2006,motivation,learning,all,3728.5,25.3,30.9,28.8,15.0
2006,motivation,find_job,all,3728.5,3.7,8.3,14.8,73.2
2006,motivation,reciprocity,all,3728.5,30.2,40.6,14.2,15.1
2006,motivation,important_cause,all,3728.5,28.8,38.0,13.1,20.0
2006,motivation,enjoy_work,men,1790.1,49.3,40.6,2.4,7.7
2006,motivation,common_good,men,1790.1,41.5,42.2,12.0,4.3
2006,motivation,help_others,men,1790.1,55.4,36.7,7.9,0.0
2006,motivation,career_benefit,men,1790.1,4.1,8.7,18.3,68.9
2006,motivation,use_skills,men,1790.1,40.5,35.1,14.7,9.7
2006,motivation,social_connection,men,1790.1,31.7,39.7,11.3,17.3
2006,motivation,social_recognition,men,1790.1,15.5,43.8,24.8,15.9
2006,motivation,stay_active,men,1790.1,35.8,30.9,19.7,13.7
2006,motivation,share_experience,men,1790.1,34.3,44.2,13.6,7.9
2006,motivation,learning,men,1790.1,26.9,31.7,27.3,14.1
2006,motivation,find_job,men,1790.1,3.6,0.0,9.7,86.7
2006,motivation,reciprocity,men,1790.1,32.3,38.7,17.8,11.2
2006,motivation,important_cause,men,1790.1,29.2,38.5,16.1,16.2
2006,motivation,enjoy_work,women,1790.1,56.0,27.8,10.6,5.6
2006,motivation,common_good,women,1790.1,46.8,34.9,7.4,10.9
2006,motivation,help_others,women,1790.1,63.2,26.4,5.4,5.0
2006,motivation,career_benefit,women,1790.1,12.4,3.4,27.0,57.2
2006,motivation,use_skills,women,1790.1,32.8,38.3,11.9,17.1
2006,motivation,social_connection,women,1790.1,34.3,34.4,19.5,11.8
2006,motivation,social_recognition,women,1790.1,10.5,33.0,33.0,23.5
2006,motivation,stay_active,women,1790.1,32.0,26.9,20.2,20.8
2006,motivation,share_experience,women,1790.1,28.5,41.2,18.4,12.0
2006,motivation,learning,women,1790.1,16.8,23.1,30.7,29.4
2006,motivation,find_job,women,1790.1,0.0,6.4,16.5,77.1
2006,motivation,reciprocity,women,1790.1,34.7,39.1,8.6,17.6
2006,motivation,important_cause,women,1790.1,27.4,41.7,10.9,19.9
