year,area_id,demographic,category,count_1000,percentage
2006,sports,education,(at least) Matura,275.5,
2006,refugee_aid,education,(at least) Matura,58.7,
2006,disaster_rescue,education,No Matura,278.4,
2006,arts_culture,education,No Matura,197.7,
2006,environment_nature,education,No Matura,110.5,
2006,religion_church,education,No Matura,197.0,
2006,social_health,education,No Matura,156.4,
2006,politics_advocacy,education,No Matura,123.1,
2006,civic_community,education,No Matura,159.6,
2006,education,education,No Matura,41.8,
2006,sports,education,No Matura,297.8,
2006,refugee_aid,education,No Matura,35.3,
2006,disaster_rescue,freq_of_volunteering,at least once a month,213.0,
2006,arts_culture,freq_of_volunteering,at least once a month,186.8,
2006,environment_nature,freq_of_volunteering,at least once a month,71.2,
2006,religion_church,freq_of_volunteering,at least once a month,172.4,
2006,social_health,freq_of_volunteering,at least once a month,142.2,
2006,politics_advocacy,freq_of_volunteering,at least once a month,101.8,
2006,civic_community,freq_of_volunteering,at least once a month,108.1,
2006,education,freq_of_volunteering,at least once a month,62.5,
2006,sports,freq_of_volunteering,at least once a month,198.3,
2006,refugee_aid,freq_of_volunteering,at least once a month,28.7,
2006,disaster_rescue,freq_of_volunteering,at least once a week,110.2,
2006,arts_culture,freq_of_volunteering,at least once a week,120.7,
2006,environment_nature,freq_of_volunteering,at least once a week,51.6,
2006,religion_church,freq_of_volunteering,at least once a week,105.6,
2006,social_health,freq_of_volunteering,at least once a week,80.2,
2006,politics_advocacy,freq_of_volunteering,at least once a week,55.6,
2006,civic_community,freq_of_volunteering,at least once a week,56.5,
2006,education,freq_of_volunteering,at least once a week,43.2,
2006,sports,freq_of_volunteering,at least once a week,223.9,
2006,refugee_aid,freq_of_volunteering,at least once a week,25.6,
2006,disaster_rescue,freq_of_volunteering,at least once a year,80.4,
2006,arts_culture,freq_of_volunteering,at least once a year,89.0,
2006,environment_nature,freq_of_volunteering,at least once a year,65.9,
2006,religion_church,freq_of_volunteering,at least once a year,99.0,
2006,social_health,freq_of_volunteering,at least once a year,69.1,
2006,politics_advocacy,freq_of_volunteering,at least once a year,62.3,
2006,civic_community,freq_of_volunteering,at least once a year,87.9,
2006,education,freq_of_volunteering,at least once a year,29.0,
2006,sports,freq_of_volunteering,at least once a year,121.9,
2006,refugee_aid,freq_of_volunteering,at least once a year,24.9,
2006,environment_nature,freq_of_volunteering,at least once a year,18.0,
2006,disaster_rescue,freq_of_volunteering,none,44.9,
2006,arts_culture,freq_of_volunteering,none,38.9,
2006,religion_church,freq_of_volunteering,none,24.7,
2006,social_health,freq_of_volunteering,none,24.1,
2006,politics_advocacy,freq_of_volunteering,none,19.8,
2006,civic_community,freq_of_volunteering,none,32.6,
2006,education,freq_of_volunteering,none,0.0,
2006,sports,freq_of_volunteering,none,57.4,
2006,refugee_aid,freq_of_volunteering,none,0.0,
2012,disaster_rescue,all,all,234.1,
2012,arts_culture,all,all,229.8,
2012,environment_nature,all,all,114.2,
2012,religion_church,all,all,212.7,
2012,social_health,all,all,167.2,
2012,politics_advocacy,all,all,127.4,
2012,civic_community,all,all,153.9,
2012,education,all,all,82.5,
2012,sports,all,all,316.8,
2012,refugee_aid,all,all,51.1,
2012,disaster_rescue,gender,male,384.9,
2012,arts_culture,gender,male,265.7,
2012,environment_nature,gender,male,135.2,
2012,religion_church,gender,male,177.7,
2012,social_health,gender,male,148.0,
2012,politics_advocacy,gender,male,178.2,
2012,civic_community,gender,male,190.5,
2012,education,gender,male,77.2,
2012,sports,gender,male,454.8,
2012,refugee_aid,gender,male,47.6,
2012,disaster_rescue,gender,female,90.8,
2012,arts_culture,gender,female,189.9,
2012,environment_nature,gender,female,91.4,
2012,religion_church,gender,female,236.9,
2012,social_health,gender,female,178.8,
2012,politics_advocacy,gender,female,77.7,
2012,civic_community,gender,female,115.9,
2012,education,gender,female,84.5,
2012,sports,gender,female,182.4,
2012,refugee_aid,gender,female,52.6,
2012,disaster_rescue,age_group,40-59,143.5,
2012,arts_culture,age_group,40-59,155.8,
2012,environment_nature,age_group,40-59,76.4,
2012,religion_church,age_group,40-59,152.7,
2012,social_health,age_group,40-59,114.2,
2012,politics_advocacy,age_group,40-59,101.5,
2012,civic_community,age_group,40-59,122.5,
2012,education,age_group,40-59,53.6,
2012,sports,age_group,40-59,239.9,
2012,refugee_aid,age_group,40-59,34.4,
2012,disaster_rescue,age_group,<40,223.5,
2012,arts_culture,age_group,<40,180.1,
2012,environment_nature,age_group,<40,81.3,
2012,religion_church,age_group,<40,124.6,
2012,social_health,age_group,<40,104.9,
2012,politics_advocacy,age_group,<40,83.0,
2012,civic_community,age_group,<40,95.8,
2012,education,age_group,<40,63.5,
2012,sports,age_group,<40,255.7,
2012,refugee_aid,age_group,<40,34.9,
2012,disaster_rescue,age_group,>=60,93.5,
2012,arts_culture,age_group,>=60,113.0,
2012,environment_nature,age_group,>=60,64.9,
2012,religion_church,age_group,>=60,135.4,
2012,social_health,age_group,>=60,106.1,
2012,politics_advocacy,age_group,>=60,62.3,
2012,civic_community,age_group,>=60,79.4,
2012,education,age_group,>=60,44.2,
2012,sports,age_group,>=60,121.2,
2012,refugee_aid,age_group,>=60,30.4,
2012,disaster_rescue,education,(at least) Matura,140.6,
2012,arts_culture,education,(at least) Matura,222.8,
2012,environment_nature,education,(at least) Matura,96.8,
2012,religion_church,education,(at least) Matura,190.5,
2012,social_health,education,(at least) Matura,148.0,
2012,politics_advocacy,education,(at least) Matura,108.5,
2012,civic_community,education,(at least) Matura,118.8,
2012,education,education,(at least) Matura,112.7,
2012,sports,education,(at least) Matura,278.9,
2012,refugee_aid,education,(at least) Matura,59.4,
2012,disaster_rescue,education,No Matura,267.8,
2012,arts_culture,education,No Matura,190.2,
2012,environment_nature,education,No Matura,106.4,
2012,religion_church,education,No Matura,189.6,
2012,social_health,education,No Matura,150.5,
2012,politics_advocacy,education,No Matura,118.4,
2012,civic_community,education,No Matura,153.5,
2012,education,education,No Matura,40.2,
2012,sports,education,No Matura,286.5,
2012,refugee_aid,education,No Matura,33.9,
2012,disaster_rescue,freq_of_volunteering,at least once a month,183.5,
2012,arts_culture,freq_of_volunteering,at least once a month,160.9,
2012,environment_nature,freq_of_volunteering,at least once a month,61.4,
2012,religion_church,freq_of_volunteering,at least once a month,148.5,
2012,social_health,freq_of_volunteering,at least once a month,122.5,
2012,politics_advocacy,freq_of_volunteering,at least once a month,87.7,
2012,civic_community,freq_of_volunteering,at least once a month,93.1,
2012,education,freq_of_volunteering,at least once a month,53.8,
2012,sports,freq_of_volunteering,at least once a month,170.8,
2012,refugee_aid,freq_of_volunteering,at least once a month,24.7,
2012,disaster_rescue,freq_of_volunteering,at least once a week,104.5,
2012,arts_culture,freq_of_volunteering,at least once a week,114.5,
2012,environment_nature,freq_of_volunteering,at least once a week,49.0,
2012,religion_church,freq_of_volunteering,at least once a week,100.2,
2012,social_health,freq_of_volunteering,at least once a week,76.1,
2012,politics_advocacy,freq_of_volunteering,at least once a week,52.7,
2012,civic_community,freq_of_volunteering,at least once a week,53.6,
2012,education,freq_of_volunteering,at least once a week,41.0,
2012,sports,freq_of_volunteering,at least once a week,212.5,
2012,refugee_aid,freq_of_volunteering,at least once a week,24.3,
2012,disaster_rescue,freq_of_volunteering,at least once a year,105.2,
2012,arts_culture,freq_of_volunteering,at least once a year,116.5,
2012,environment_nature,freq_of_volunteering,at least once a year,86.2,
2012,religion_church,freq_of_volunteering,at least once a year,129.6,
2012,social_health,freq_of_volunteering,at least once a year,90.5,
2012,politics_advocacy,freq_of_volunteering,at least once a year,81.6,
2012,civic_community,freq_of_volunteering,at least once a year,115.1,
2012,education,freq_of_volunteering,at least once a year,37.9,
2012,sports,freq_of_volunteering,at least once a year,159.5,
2012,refugee_aid,freq_of_volunteering,at least once a year,32.6,
2012,environment_nature,freq_of_volunteering,at least once a year,23.6,
2012,disaster_rescue,freq_of_volunteering,none,39.0,
2012,arts_culture,freq_of_volunteering,none,33.8,
2012,religion_church,freq_of_volunteering,none,21.4,
2012,social_health,freq_of_volunteering,none,21.0,
2012,politics_advocacy,freq_of_volunteering,none,17.2,
2012,civic_community,freq_of_volunteering,none,28.3,
2012,education,freq_of_volunteering,none,0.0,
2012,sports,freq_of_volunteering,none,49.8,
2012,refugee_aid,freq_of_volunteering,none,0.0,
2016,disaster_rescue,all,all,237.6,
2016,arts_culture,all,all,233.3,
2016,environment_nature,all,all,115.9,
2016,religion_church,all,all,215.9,
2016,social_health,all,all,169.8,
2016,politics_advocacy,all,all,129.4,
2016,civic_community,all,all,156.3,
2016,education,all,all,83.8,
2016,sports,all,all,321.6,
2016,refugee_aid,all,all,51.9,
2016,disaster_rescue,gender,male,372.2,
2016,arts_culture,gender,male,256.9,
2016,environment_nature,gender,male,130.8,
2016,religion_church,gender,male,171.8,
2016,social_health,gender,male,143.1,
2016,politics_advocacy,gender,male,172.3,
2016,civic_community,gender,male,184.2,
2016,education,gender,male,74.7,
2016,sports,gender,male,439.7,
2016,refugee_aid,gender,male,46.0,
2016,disaster_rescue,gender,female,99.1,
2016,arts_culture,gender,female,207.3,
2016,environment_nature,gender,female,99.7,
2016,religion_church,gender,female,258.5,
2016,social_health,gender,female,195.2,
2016,politics_advocacy,gender,female,84.8,
2016,civic_community,gender,female,126.5,
2016,education,gender,female,92.2,
2016,sports,gender,female,199.0,
2016,refugee_aid,gender,female,57.4,
2016,disaster_rescue,age_group,40-59,133.4,
2016,arts_culture,age_group,40-59,144.9,
2016,environment_nature,age_group,40-59,71.0,
2016,religion_church,age_group,40-59,141.9,
2016,social_health,age_group,40-59,106.1,
2016,politics_advocacy,age_group,40-59,94.4,
2016,civic_community,age_group,40-59,113.9,
2016,education,age_group,40-59,49.8,
2016,sports,age_group,40-59,223.0,
2016,refugee_aid,age_group,40-59,32.0,
2016,disaster_rescue,age_group,<40,214.5,
2016,arts_culture,age_group,<40,172.8,
2016,environment_nature,age_group,<40,78.0,
2016,religion_church,age_group,<40,119.5,
2016,social_health,age_group,<40,100.6,
2016,politics_advocacy,age_group,<40,79.6,
2016,civic_community,age_group,<40,91.9,
2016,education,age_group,<40,60.9,
2016,sports,age_group,<40,245.3,
2016,refugee_aid,age_group,<40,33.5,
2016,disaster_rescue,age_group,>=60,87.6,
2016,arts_culture,age_group,>=60,105.8,
2016,environment_nature,age_group,>=60,60.8,
2016,religion_church,age_group,>=60,126.7,
2016,social_health,age_group,>=60,99.3,
2016,politics_advocacy,age_group,>=60,58.4,
2016,civic_community,age_group,>=60,74.3,
2016,education,age_group,>=60,41.4,
2016,sports,age_group,>=60,113.5,
2016,refugee_aid,age_group,>=60,28.4,
2016,disaster_rescue,education,(at least) Matura,151.6,
2016,arts_culture,education,(at least) Matura,240.2,
2016,environment_nature,education,(at least) Matura,104.3,
2016,religion_church,education,(at least) Matura,205.3,
2016,social_health,education,(at least) Matura,159.5,
2016,politics_advocacy,education,(at least) Matura,117.0,
2016,civic_community,education,(at least) Matura,128.1,
2016,education,education,(at least) Matura,121.5,
2016,sports,education,(at least) Matura,300.6,
2016,refugee_aid,education,(at least) Matura,64.0,
2016,disaster_rescue,education,No Matura,272.4,
2016,arts_culture,education,No Matura,193.5,
2016,environment_nature,education,No Matura,108.2,
2016,religion_church,education,No Matura,192.8,
2016,social_health,education,No Matura,153.0,
2016,politics_advocacy,education,No Matura,120.5,
2016,civic_community,education,No Matura,156.2,
2016,education,education,No Matura,40.9,
2016,sports,education,No Matura,291.4,
2016,refugee_aid,education,No Matura,34.5,
2016,disaster_rescue,freq_of_volunteering,at least once a month,193.3,
2016,arts_culture,freq_of_volunteering,at least once a month,169.5,
2016,environment_nature,freq_of_volunteering,at least once a month,64.7,
2016,religion_church,freq_of_volunteering,at least once a month,156.5,
2016,social_health,freq_of_volunteering,at least once a month,129.1,
2016,politics_advocacy,freq_of_volunteering,at least once a month,92.4,
2016,civic_community,freq_of_volunteering,at least once a month,98.1,
2016,education,freq_of_volunteering,at least once a month,56.7,
2016,sports,freq_of_volunteering,at least once a month,180.0,
2016,refugee_aid,freq_of_volunteering,at least once a month,26.0,
2016,disaster_rescue,freq_of_volunteering,at least once a week,113.3,
2016,arts_culture,freq_of_volunteering,at least once a week,124.1,
2016,environment_nature,freq_of_volunteering,at least once a week,53.1,
2016,religion_church,freq_of_volunteering,at least once a week,108.6,
2016,social_health,freq_of_volunteering,at least once a week,82.5,
2016,politics_advocacy,freq_of_volunteering,at least once a week,57.2,
2016,civic_community,freq_of_volunteering,at least once a week,58.1,
2016,education,freq_of_volunteering,at least once a week,44.4,
2016,sports,freq_of_volunteering,at least once a week,230.4,
2016,refugee_aid,freq_of_volunteering,at least once a week,26.4,
2016,disaster_rescue,freq_of_volunteering,at least once a year,81.8,
2016,arts_culture,freq_of_volunteering,at least once a year,90.6,
2016,environment_nature,freq_of_volunteering,at least once a year,67.0,
2016,religion_church,freq_of_volunteering,at least once a year,100.7,
2016,social_health,freq_of_volunteering,at least once a year,70.3,
2016,politics_advocacy,freq_of_volunteering,at least once a year,63.4,
2016,civic_community,freq_of_volunteering,at least once a year,89.4,
2016,education,freq_of_volunteering,at least once a year,29.5,
2016,sports,freq_of_volunteering,at least once a year,124.0,
2016,refugee_aid,freq_of_volunteering,at least once a year,25.3,
2016,environment_nature,freq_of_volunteering,at least once a year,18.3,
2016,disaster_rescue,freq_of_volunteering,none,39.4,
2016,arts_culture,freq_of_volunteering,none,34.2,
2016,religion_church,freq_of_volunteering,none,21.7,
2016,social_health,freq_of_volunteering,none,21.2,
2016,politics_advocacy,freq_of_volunteering,none,17.4,
2016,civic_community,freq_of_volunteering,none,28.6,
2016,education,freq_of_volunteering,none,0.0,
2016,sports,freq_of_volunteering,none,50.4,
2016,refugee_aid,freq_of_volunteering,none,0.0,
