year,area_id,demographic,category,count_1000,percentage
2006,repairs_crafts,age_group,>=60,177.3,5.59
2006,visit_services,age_group,>=60,248.9,7.85
2006,care_dependent,age_group,>=60,121.6,3.84
2006,transport_services,age_group,>=60,190.7,6.02
2006,garden_support,age_group,>=60,137.3,4.33
2006,disaster_aid,age_group,>=60,70.0,2.21
2006,admin_paperwork,age_group,>=60,116.3,3.67
2006,tutoring,age_group,>=60,44.8,1.41
2006,childcare,age_group,>=60,218.1,6.88
2006,refugee_support,age_group,>=60,29.9,0.94
2006,other_informal,age_group,>=60,60.7,1.91
2006,household_tasks,education,No Matura,533.6,16.83
2006,repairs_crafts,education,No Matura,519.6,16.39
2006,visit_services,education,No Matura,483.8,15.26
2006,care_dependent,education,No Matura,250.6,7.90
2006,transport_services,education,No Matura,503.5,15.88
2006,garden_support,education,No Matura,399.9,12.61
2006,disaster_aid,education,No Matura,226.7,7.15
2006,admin_paperwork,education,No Matura,244.4,7.71
2006,tutoring,education,No Matura,67.1,2.12
2006,childcare,education,No Matura,406.4,12.82
2006,refugee_support,education,No Matura,48.7,1.54
2006,other_informal,education,No Matura,146.0,4.61
2006,household_tasks,education,(at least) Matura,359.9,11.35
2006,repairs_crafts,education,(at least) Matura,335.8,10.59
2006,visit_services,education,(at least) Matura,356.6,11.25
2006,care_dependent,education,(at least) Matura,172.1,5.43
2006,transport_services,education,(at least) Matura,298.1,9.40
2006,garden_support,education,(at least) Matura,270.4,8.53
2006,disaster_aid,education,(at least) Matura,100.4,3.17
2006,admin_paperwork,education,(at least) Matura,225.2,7.10
2006,tutoring,education,(at least) Matura,168.6,5.32
2006,childcare,education,(at least) Matura,299.9,9.46
2006,refugee_support,education,(at least) Matura,72.9,2.30
2006,other_informal,education,(at least) Matura,91.8,2.90
2006,household_tasks,freq_of_volunteering,at least once a month,319.3,10.07
2006,repairs_crafts,freq_of_volunteering,at least once a month,348.1,10.98
2006,visit_services,freq_of_volunteering,at least once a month,309.1,9.75
2006,care_dependent,freq_of_volunteering,at least once a month,129.5,4.08
2006,transport_services,freq_of_volunteering,at least once a month,330.8,10.43
2006,garden_support,freq_of_volunteering,at least once a month,277.7,8.76
2006,disaster_aid,freq_of_volunteering,at least once a month,39.0,1.23
2006,admin_paperwork,freq_of_volunteering,at least once a month,170.1,5.37
2006,tutoring,freq_of_volunteering,at least once a month,83.7,2.64
2006,childcare,freq_of_volunteering,at least once a month,258.7,8.16
2006,refugee_support,freq_of_volunteering,at least once a month,23.4,0.74
2006,other_informal,freq_of_volunteering,at least once a month,76.7,2.42
2006,household_tasks,freq_of_volunteering,at least once a week,334.4,10.55
2006,repairs_crafts,freq_of_volunteering,at least once a week,105.4,3.32
2006,visit_services,freq_of_volunteering,at least once a week,336.3,10.61
2006,care_dependent,freq_of_volunteering,at least once a week,205.6,6.49
2006,transport_services,freq_of_volunteering,at least once a week,194.6,6.14
2006,garden_support,freq_of_volunteering,at least once a week,142.9,4.51
2006,disaster_aid,freq_of_volunteering,at least once a week,0.0,0.00
2006,admin_paperwork,freq_of_volunteering,at least once a week,31.5,0.99
2006,tutoring,freq_of_volunteering,at least once a week,46.1,1.45
2006,childcare,freq_of_volunteering,at least once a week,228.5,7.21
2006,refugee_support,freq_of_volunteering,at least once a week,24.6,0.78
2006,other_informal,freq_of_volunteering,at least once a week,49.7,1.57
2006,household_tasks,freq_of_volunteering,at least once a year,230.0,7.26
2006,repairs_crafts,freq_of_volunteering,at least once a year,394.2,12.43
2006,visit_services,freq_of_volunteering,at least once a year,178.5,5.63
2006,care_dependent,freq_of_volunteering,at least once a year,70.3,2.22
2006,transport_services,freq_of_volunteering,at least once a year,260.0,8.20
2006,garden_support,freq_of_volunteering,at least once a year,247.3,7.80
2006,disaster_aid,freq_of_volunteering,at least once a year,147.6,4.66
2006,admin_paperwork,freq_of_volunteering,at least once a year,269.4,8.50
2006,tutoring,freq_of_volunteering,at least once a year,93.5,2.95
2006,childcare,freq_of_volunteering,at least once a year,205.5,6.48
2006,refugee_support,freq_of_volunteering,at least once a year,50.8,1.60
2006,other_informal,freq_of_volunteering,at least once a year,87.0,2.74
2006,household_tasks,freq_of_volunteering,none,36.5,1.15
2006,repairs_crafts,freq_of_volunteering,none,49.0,1.55
2006,visit_services,freq_of_volunteering,none,26.6,0.84
2006,care_dependent,freq_of_volunteering,none,27.2,0.86
2006,transport_services,freq_of_volunteering,none,34.8,1.10
2006,garden_support,freq_of_volunteering,none,26.7,0.84
2006,disaster_aid,freq_of_volunteering,none,161.2,5.08
2006,admin_paperwork,freq_of_volunteering,none,29.7,0.94
2006,tutoring,freq_of_volunteering,none,28.0,0.88
2006,childcare,freq_of_volunteering,none,38.7,1.22
2006,refugee_support,freq_of_volunteering,none,34.2,1.08
2006,other_informal,freq_of_volunteering,none,38.1,1.20
2012,household_tasks,all,all,359.9,13.57
2012,repairs_crafts,all,all,344.4,12.98
2012,visit_services,all,all,338.8,12.77
2012,care_dependent,all,all,170.3,6.42
2012,transport_services,all,all,322.6,12.16
2012,garden_support,all,all,270.0,10.18
2012,disaster_aid,all,all,131.3,4.95
2012,admin_paperwork,all,all,189.7,7.15
2012,tutoring,all,all,96.0,3.62
2012,childcare,all,all,284.7,10.73
2012,refugee_support,all,all,49.3,1.86
2012,other_informal,all,all,95.8,3.61
2012,household_tasks,gender,male,394.0,14.85
2012,repairs_crafts,gender,male,736.0,27.74
2012,visit_services,gender,male,335.0,12.63
2012,care_dependent,gender,male,163.7,6.17
2012,transport_services,gender,male,375.5,14.15
2012,garden_support,gender,male,416.6,15.70
2012,disaster_aid,gender,male,248.0,9.35
2012,admin_paperwork,gender,male,229.8,8.66
2012,tutoring,gender,male,105.7,3.98
2012,childcare,gender,male,245.9,9.27
2012,refugee_support,gender,male,59.8,2.25
2012,other_informal,gender,male,132.4,4.99
2012,household_tasks,gender,female,618.1,23.30
2012,repairs_crafts,gender,female,172.1,6.49
2012,visit_services,gender,female,623.6,23.51
2012,care_dependent,gender,female,318.9,12.02
2012,transport_services,gender,female,527.6,19.89
2012,garden_support,gender,female,322.2,12.15
2012,disaster_aid,gender,female,103.8,3.91
2012,admin_paperwork,gender,female,299.8,11.30
2012,tutoring,gender,female,163.9,6.18
2012,childcare,gender,female,565.8,21.33
2012,refugee_support,gender,female,78.0,2.94
2012,other_informal,gender,female,132.1,4.98
2012,household_tasks,age_group,<40,360.2,13.58
2012,repairs_crafts,age_group,<40,370.4,13.96
2012,visit_services,age_group,<40,252.0,9.50
2012,care_dependent,age_group,<40,104.5,3.94
2012,transport_services,age_group,<40,265.0,9.99
2012,garden_support,age_group,<40,270.8,10.21
2012,disaster_aid,age_group,<40,114.0,4.30
2012,admin_paperwork,age_group,<40,135.3,5.10
2012,tutoring,age_group,<40,135.7,5.12
2012,childcare,age_group,<40,259.7,9.79
2012,refugee_support,age_group,<40,40.1,1.51
2012,other_informal,age_group,<40,102.6,3.87
2012,household_tasks,age_group,40-59,369.4,13.92
2012,repairs_crafts,age_group,40-59,350.5,13.21
2012,visit_services,age_group,40-59,380.3,14.34
2012,care_dependent,age_group,40-59,217.7,8.21
2012,transport_services,age_group,40-59,386.0,14.55
2012,garden_support,age_group,40-59,296.7,11.18
2012,disaster_aid,age_group,40-59,159.2,6.00
2012,admin_paperwork,age_group,40-59,243.6,9.18
2012,tutoring,age_group,40-59,69.1,2.60
2012,childcare,age_group,40-59,260.9,9.83
2012,refugee_support,age_group,40-59,58.6,2.21
2012,other_informal,age_group,40-59,85.6,3.23
2012,household_tasks,age_group,>=60,196.7,7.41
2012,repairs_crafts,age_group,>=60,167.5,6.31
2012,visit_services,age_group,>=60,235.1,8.86
2012,care_dependent,age_group,>=60,114.8,4.33
2012,transport_services,age_group,>=60,180.1,6.79
2012,garden_support,age_group,>=60,129.7,4.89
2012,disaster_aid,age_group,>=60,66.1,2.49
2012,admin_paperwork,age_group,>=60,109.9,4.14
2012,tutoring,age_group,>=60,42.3,1.59
2012,childcare,age_group,>=60,206.0,7.77
2012,refugee_support,age_group,>=60,28.3,1.07
2012,other_informal,age_group,>=60,57.3,2.16
2012,household_tasks,education,No Matura,521.5,19.66
2012,repairs_crafts,education,No Matura,507.7,19.14
2012,visit_services,education,No Matura,472.8,17.82
2012,care_dependent,education,No Matura,244.8,9.23
2012,transport_services,education,No Matura,492.0,18.55
2012,garden_support,education,No Matura,390.7,14.73
2012,disaster_aid,education,No Matura,221.5,8.35
2012,admin_paperwork,education,No Matura,238.9,9.01
2012,tutoring,education,No Matura,65.5,2.47
2012,childcare,education,No Matura,397.2,14.97
2012,refugee_support,education,No Matura,47.6,1.79
2012,other_informal,education,No Matura,142.7,5.38
2012,household_tasks,education,(at least) Matura,378.6,14.27
2012,repairs_crafts,education,(at least) Matura,353.3,13.32
2012,visit_services,education,(at least) Matura,375.1,14.14
2012,care_dependent,education,(at least) Matura,181.1,6.83
2012,transport_services,education,(at least) Matura,313.6,11.82
2012,garden_support,education,(at least) Matura,284.5,10.72
2012,disaster_aid,education,(at least) Matura,105.7,3.98
2012,admin_paperwork,education,(at least) Matura,236.9,8.93
2012,tutoring,education,(at least) Matura,177.3,6.68
2012,childcare,education,(at least) Matura,315.5,11.89
2012,refugee_support,education,(at least) Matura,76.7,2.89
2012,other_informal,education,(at least) Matura,96.6,3.64
2012,household_tasks,freq_of_volunteering,at least once a month,353.6,13.33
2012,repairs_crafts,freq_of_volunteering,at least once a month,385.5,14.53
2012,visit_services,freq_of_volunteering,at least once a month,342.4,12.91
2012,care_dependent,freq_of_volunteering,at least once a month,143.5,5.41
2012,transport_services,freq_of_volunteering,at least once a month,366.4,13.81
2012,garden_support,freq_of_volunteering,at least once a month,307.6,11.60
2012,disaster_aid,freq_of_volunteering,at least once a month,43.2,1.63
2012,admin_paperwork,freq_of_volunteering,at least once a month,188.5,7.11
2012,tutoring,freq_of_volunteering,at least once a month,92.8,3.50
2012,childcare,freq_of_volunteering,at least once a month,286.6,10.80
2012,refugee_support,freq_of_volunteering,at least once a month,25.9,0.98
2012,other_informal,freq_of_volunteering,at least once a month,85.0,3.20
2012,household_tasks,freq_of_volunteering,at least once a week,419.1,15.80
2012,repairs_crafts,freq_of_volunteering,at least once a week,132.1,4.98
2012,visit_services,freq_of_volunteering,at least once a week,421.5,15.89
2012,care_dependent,freq_of_volunteering,at least once a week,257.7,9.71
2012,transport_services,freq_of_volunteering,at least once a week,243.9,9.19
2012,garden_support,freq_of_volunteering,at least once a week,179.1,6.75
2012,disaster_aid,freq_of_volunteering,at least once a week,0.0,0.00
2012,admin_paperwork,freq_of_volunteering,at least once a week,39.5,1.49
2012,tutoring,freq_of_volunteering,at least once a week,57.8,2.18
2012,childcare,freq_of_volunteering,at least once a week,286.4,10.80
2012,refugee_support,freq_of_volunteering,at least once a week,30.8,1.16
2012,other_informal,freq_of_volunteering,at least once a week,62.3,2.35
2012,household_tasks,freq_of_volunteering,at least once a year,220.7,8.32
2012,repairs_crafts,freq_of_volunteering,at least once a year,378.2,14.26
2012,visit_services,freq_of_volunteering,at least once a year,171.2,6.45
2012,care_dependent,freq_of_volunteering,at least once a year,67.4,2.54
2012,transport_services,freq_of_volunteering,at least once a year,249.4,9.40
2012,garden_support,freq_of_volunteering,at least once a year,237.3,8.95
2012,disaster_aid,freq_of_volunteering,at least once a year,141.6,5.34
2012,admin_paperwork,freq_of_volunteering,at least once a year,258.5,9.74
2012,tutoring,freq_of_volunteering,at least once a year,89.7,3.38
2012,childcare,freq_of_volunteering,at least once a year,197.1,7.43
2012,refugee_support,freq_of_volunteering,at least once a year,48.7,1.84
2012,other_informal,freq_of_volunteering,at least once a year,83.4,3.14
2012,household_tasks,freq_of_volunteering,none,37.4,1.41
2012,repairs_crafts,freq_of_volunteering,none,50.1,1.89
2012,visit_services,freq_of_volunteering,none,27.3,1.03
2012,care_dependent,freq_of_volunteering,none,27.8,1.05
2012,transport_services,freq_of_volunteering,none,35.6,1.34
2012,garden_support,freq_of_volunteering,none,27.4,1.03
2012,disaster_aid,freq_of_volunteering,none,165.0,6.22
2012,admin_paperwork,freq_of_volunteering,none,30.4,1.15
2012,tutoring,freq_of_volunteering,none,28.6,1.08
2012,childcare,freq_of_volunteering,none,39.6,1.49
2012,refugee_support,freq_of_volunteering,none,35.0,1.32
2012,other_informal,freq_of_volunteering,none,39.0,1.47
2016,household_tasks,all,all,401.6,13.57
2016,repairs_crafts,all,all,384.3,12.98
2016,visit_services,all,all,378.0,12.77
2016,care_dependent,all,all,190.0,6.42
2016,transport_services,all,all,359.9,12.16
2016,garden_support,all,all,301.2,10.18
2016,disaster_aid,all,all,146.5,4.95
2016,admin_paperwork,all,all,211.6,7.15
2016,tutoring,all,all,107.1,3.62
2016,childcare,all,all,317.7,10.73
2016,refugee_support,all,all,55.0,1.86
2016,other_informal,all,all,106.8,3.61
2016,household_tasks,gender,male,474.3,16.03
2016,repairs_crafts,gender,male,886.1,29.94
2016,visit_services,gender,male,403.3,13.63
2016,care_dependent,gender,male,197.1,6.66
2016,transport_services,gender,male,452.1,15.28
2016,garden_support,gender,male,501.5,16.94
2016,disaster_aid,gender,male,298.6,10.09
2016,admin_paperwork,gender,male,276.6,9.35
2016,tutoring,gender,male,127.3,4.30
2016,childcare,gender,male,296.0,10.00
2016,refugee_support,gender,male,71.9,2.43
2016,other_informal,gender,male,159.4,5.39
2016,household_tasks,gender,female,553.5,18.70
2016,repairs_crafts,gender,female,154.1,5.21
2016,visit_services,gender,female,558.5,18.87
2016,care_dependent,gender,female,285.6,9.65
2016,transport_services,gender,female,472.5,15.96
2016,garden_support,gender,female,288.6,9.75
2016,disaster_aid,gender,female,93.0,3.14
2016,admin_paperwork,gender,female,268.5,9.07
2016,tutoring,gender,female,146.8,4.96
2016,childcare,gender,female,506.7,17.12
2016,refugee_support,gender,female,69.8,2.36
2016,other_informal,gender,female,118.3,4.00
2016,household_tasks,age_group,<40,426.3,14.40
2016,repairs_crafts,age_group,<40,438.3,14.81
2016,visit_services,age_group,<40,298.2,10.08
2016,care_dependent,age_group,<40,123.7,4.18
2016,transport_services,age_group,<40,313.6,10.60
2016,garden_support,age_group,<40,320.5,10.83
2016,disaster_aid,age_group,<40,134.9,4.56
2016,admin_paperwork,age_group,<40,160.1,5.41
2016,tutoring,age_group,<40,160.6,5.43
2016,childcare,age_group,<40,307.3,10.38
2016,refugee_support,age_group,<40,47.5,1.60
2016,other_informal,age_group,<40,121.5,4.11
2016,household_tasks,age_group,40-59,428.6,14.48
2016,repairs_crafts,age_group,40-59,406.7,13.74
2016,visit_services,age_group,40-59,441.2,14.91
2016,care_dependent,age_group,40-59,252.6,8.53
2016,transport_services,age_group,40-59,447.9,15.13
2016,garden_support,age_group,40-59,344.3,11.63
2016,disaster_aid,age_group,40-59,184.8,6.24
2016,admin_paperwork,age_group,40-59,282.6,9.55
2016,tutoring,age_group,40-59,80.2,2.71
2016,childcare,age_group,40-59,302.7,10.23
2016,refugee_support,age_group,40-59,68.0,2.30
2016,other_informal,age_group,40-59,99.3,3.36
2016,household_tasks,age_group,>=60,236.1,7.98
2016,repairs_crafts,age_group,>=60,201.0,6.79
2016,visit_services,age_group,>=60,282.2,9.54
2016,care_dependent,age_group,>=60,137.8,4.66
2016,transport_services,age_group,>=60,216.2,7.31
2016,garden_support,age_group,>=60,155.7,5.26
2016,disaster_aid,age_group,>=60,79.4,2.68
2016,admin_paperwork,age_group,>=60,131.9,4.46
2016,tutoring,age_group,>=60,50.8,1.72
2016,childcare,age_group,>=60,247.3,8.36
2016,refugee_support,age_group,>=60,33.9,1.15
2016,other_informal,age_group,>=60,68.8,2.32
2016,household_tasks,education,No Matura,562.5,19.01
2016,repairs_crafts,education,No Matura,547.7,18.51
2016,visit_services,education,No Matura,510.0,17.23
2016,care_dependent,education,No Matura,264.1,8.92
2016,transport_services,education,No Matura,530.7,17.93
2016,garden_support,education,No Matura,421.5,14.24
2016,disaster_aid,education,No Matura,239.0,8.08
2016,admin_paperwork,education,No Matura,257.7,8.71
2016,tutoring,education,No Matura,70.7,2.39
2016,childcare,education,No Matura,428.4,14.47
2016,refugee_support,education,No Matura,51.3,1.73
2016,other_informal,education,No Matura,153.9,5.20
2016,household_tasks,education,(at least) Matura,401.1,13.55
2016,repairs_crafts,education,(at least) Matura,374.3,12.65
2016,visit_services,education,(at least) Matura,397.4,13.43
2016,care_dependent,education,(at least) Matura,191.8,6.48
2016,transport_services,education,(at least) Matura,332.3,11.23
2016,garden_support,education,(at least) Matura,301.4,10.18
2016,disaster_aid,education,(at least) Matura,111.9,3.78
2016,admin_paperwork,education,(at least) Matura,251.0,8.48
2016,tutoring,education,(at least) Matura,187.9,6.35
2016,childcare,education,(at least) Matura,334.2,11.29
2016,refugee_support,education,(at least) Matura,81.3,2.75
2016,other_informal,education,(at least) Matura,102.3,3.46
2016,household_tasks,freq_of_volunteering,at least once a month,407.1,13.76
2016,repairs_crafts,freq_of_volunteering,at least once a month,443.8,15.00
2016,visit_services,freq_of_volunteering,at least once a month,394.1,13.32
2016,care_dependent,freq_of_volunteering,at least once a month,165.2,5.58
2016,transport_services,freq_of_volunteering,at least once a month,421.8,14.25
2016,garden_support,freq_of_volunteering,at least once a month,354.1,11.96
2016,disaster_aid,freq_of_volunteering,at least once a month,49.7,1.68
2016,admin_paperwork,freq_of_volunteering,at least once a month,216.9,7.33
2016,tutoring,freq_of_volunteering,at least once a month,106.8,3.61
2016,childcare,freq_of_volunteering,at least once a month,329.9,11.15
2016,refugee_support,freq_of_volunteering,at least once a month,29.8,1.01
2016,other_informal,freq_of_volunteering,at least once a month,97.8,3.30
2016,household_tasks,freq_of_volunteering,at least once a week,360.0,12.16
2016,repairs_crafts,freq_of_volunteering,at least once a week,113.5,3.83
2016,visit_services,freq_of_volunteering,at least once a week,362.1,12.23
2016,care_dependent,freq_of_volunteering,at least once a week,221.3,7.48
2016,transport_services,freq_of_volunteering,at least once a week,209.5,7.08
2016,garden_support,freq_of_volunteering,at least once a week,153.9,5.20
2016,disaster_aid,freq_of_volunteering,at least once a week,0.0,0.00
2016,admin_paperwork,freq_of_volunteering,at least once a week,33.9,1.15
2016,tutoring,freq_of_volunteering,at least once a week,49.6,1.68
2016,childcare,freq_of_volunteering,at least once a week,246.0,8.31
2016,refugee_support,freq_of_volunteering,at least once a week,26.5,0.90
2016,other_informal,freq_of_volunteering,at least once a week,53.5,1.81
2016,household_tasks,freq_of_volunteering,at least once a year,213.4,7.21
2016,repairs_crafts,freq_of_volunteering,at least once a year,365.6,12.35
2016,visit_services,freq_of_volunteering,at least once a year,165.6,5.60
2016,care_dependent,freq_of_volunteering,at least once a year,65.2,2.20
2016,transport_services,freq_of_volunteering,at least once a year,241.2,8.15
2016,garden_support,freq_of_volunteering,at least once a year,229.4,7.75
2016,disaster_aid,freq_of_volunteering,at least once a year,136.9,4.63
2016,admin_paperwork,freq_of_volunteering,at least once a year,249.9,8.44
2016,tutoring,freq_of_volunteering,at least once a year,86.8,2.93
2016,childcare,freq_of_volunteering,at least once a year,190.6,6.44
2016,refugee_support,freq_of_volunteering,at least once a year,47.1,1.59
2016,other_informal,freq_of_volunteering,at least once a year,80.7,2.73
2016,household_tasks,freq_of_volunteering,none,29.7,1.00
2016,repairs_crafts,freq_of_volunteering,none,39.8,1.34
2016,visit_services,freq_of_volunteering,none,21.6,0.73
2016,care_dependent,freq_of_volunteering,none,22.1,0.75
2016,transport_services,freq_of_volunteering,none,28.2,0.95
2016,garden_support,freq_of_volunteering,none,21.7,0.73
2016,disaster_aid,freq_of_volunteering,none,130.9,4.42
2016,admin_paperwork,freq_of_volunteering,none,24.1,0.81
2016,tutoring,freq_of_volunteering,none,22.7,0.77
2016,childcare,freq_of_volunteering,none,31.5,1.06
2016,refugee_support,freq_of_volunteering,none,27.8,0.94
2016,other_informal,freq_of_volunteering,none,30.9,1.04
2022,household_tasks,all,all,991.8,35.77
2022,repairs_crafts,all,all,949.1,34.23
2022,visit_services,all,all,933.5,33.67
2022,care_dependent,all,all,469.2,16.92
2022,transport_services,all,all,888.8,32.06
2022,garden_support,all,all,744.0,26.83
2022,disaster_aid,all,all,361.9,13.05
2022,admin_paperwork,all,all,522.7,18.85
2022,tutoring,all,all,264.4,9.54
2022,childcare,all,all,784.6,28.30
2022,refugee_support,all,all,135.9,4.90
2022,other_informal,all,all,263.9,9.52
2022,household_tasks,gender,male,423.3,15.27
2022,repairs_crafts,gender,male,790.8,28.52
2022,visit_services,gender,male,359.9,12.98
2022,care_dependent,gender,male,175.9,6.34
2022,transport_services,gender,male,403.5,14.55
2022,garden_support,gender,male,447.6,16.14
2022,disaster_aid,gender,male,266.5,9.61
2022,admin_paperwork,gender,male,246.9,8.90
2022,tutoring,gender,male,113.6,4.10
2022,childcare,gender,male,264.2,9.53
2022,refugee_support,gender,male,64.2,2.32
2022,other_informal,gender,male,142.3,5.13
2022,household_tasks,gender,female,568.5,20.50
2022,repairs_crafts,gender,female,158.3,5.71
2022,visit_services,gender,female,573.6,20.69
2022,care_dependent,gender,female,293.3,10.58
2022,transport_services,gender,female,485.3,17.50
2022,garden_support,gender,female,296.4,10.69
2022,disaster_aid,gender,female,95.5,3.44
2022,admin_paperwork,gender,female,275.8,9.95
2022,tutoring,gender,female,150.8,5.44
2022,childcare,gender,female,520.4,18.77
2022,refugee_support,gender,female,71.7,2.59
2022,other_informal,gender,female,121.5,4.38
2022,household_tasks,age_group,<40,381.5,13.76
2022,repairs_crafts,age_group,<40,392.3,14.15
2022,visit_services,age_group,<40,266.9,9.63
2022,care_dependent,age_group,<40,110.7,3.99
2022,transport_services,age_group,<40,280.7,10.12
2022,garden_support,age_group,<40,286.8,10.34
2022,disaster_aid,age_group,<40,120.7,4.35
2022,admin_paperwork,age_group,<40,143.3,5.17
2022,tutoring,age_group,<40,143.7,5.18
2022,childcare,age_group,<40,275.0,9.92
2022,refugee_support,age_group,<40,42.5,1.53
2022,other_informal,age_group,<40,108.7,3.92
2022,household_tasks,age_group,40-59,380.2,13.71
2022,repairs_crafts,age_group,40-59,360.8,13.01
2022,visit_services,age_group,40-59,391.4,14.12
2022,care_dependent,age_group,40-59,224.1,8.08
2022,transport_services,age_group,40-59,397.3,14.33
2022,garden_support,age_group,40-59,305.4,11.01
2022,disaster_aid,age_group,40-59,163.9,5.91
2022,admin_paperwork,age_group,40-59,250.7,9.04
2022,tutoring,age_group,40-59,71.1,2.56
2022,childcare,age_group,40-59,268.5,9.68
2022,refugee_support,age_group,40-59,60.3,2.17
2022,other_informal,age_group,40-59,88.1,3.18
2022,household_tasks,age_group,>=60,230.2,8.30
2022,repairs_crafts,age_group,>=60,196.0,7.07
2022,visit_services,age_group,>=60,275.2,9.93
2022,care_dependent,age_group,>=60,134.4,4.85
2022,transport_services,age_group,>=60,210.8,7.60
2022,garden_support,age_group,>=60,151.8,5.48
2022,disaster_aid,age_group,>=60,77.4,2.79
2022,admin_paperwork,age_group,>=60,128.6,4.64
2022,tutoring,age_group,>=60,49.5,1.79
2022,childcare,age_group,>=60,241.1,8.70
2022,refugee_support,age_group,>=60,33.1,1.19
2022,other_informal,age_group,>=60,67.1,2.42
2022,household_tasks,education,No Matura,584.0,21.06
2022,repairs_crafts,education,No Matura,568.6,20.51
2022,visit_services,education,No Matura,529.5,19.10
2022,care_dependent,education,No Matura,274.2,9.89
2022,transport_services,education,No Matura,551.0,19.87
2022,garden_support,education,No Matura,437.6,15.78
2022,disaster_aid,education,No Matura,248.1,8.95
2022,admin_paperwork,education,No Matura,267.5,9.65
2022,tutoring,education,No Matura,73.4,2.65
2022,childcare,education,No Matura,444.8,16.04
2022,refugee_support,education,No Matura,53.3,1.92
2022,other_informal,education,No Matura,159.8,5.76
2022,household_tasks,education,(at least) Matura,407.8,14.71
2022,repairs_crafts,education,(at least) Matura,380.5,13.72
2022,visit_services,education,(at least) Matura,404.0,14.57
2022,care_dependent,education,(at least) Matura,195.0,7.03
2022,transport_services,education,(at least) Matura,337.8,12.18
2022,garden_support,education,(at least) Matura,306.4,11.05
2022,disaster_aid,education,(at least) Matura,113.8,4.10
2022,admin_paperwork,education,(at least) Matura,255.2,9.20
2022,tutoring,education,(at least) Matura,191.0,6.89
2022,childcare,education,(at least) Matura,339.8,12.26
2022,refugee_support,education,(at least) Matura,82.6,2.98
2022,other_informal,education,(at least) Matura,104.0,3.75
2022,household_tasks,freq_of_volunteering,at least once a month,360.3,13.00
2022,repairs_crafts,freq_of_volunteering,at least once a month,392.8,14.17
2022,visit_services,freq_of_volunteering,at least once a month,348.8,12.58
2022,care_dependent,freq_of_volunteering,at least once a month,146.2,5.27
2022,transport_services,freq_of_volunteering,at least once a month,373.3,13.46
2022,garden_support,freq_of_volunteering,at least once a month,313.4,11.30
2022,disaster_aid,freq_of_volunteering,at least once a month,44.0,1.59
2022,admin_paperwork,freq_of_volunteering,at least once a month,192.0,6.92
2022,tutoring,freq_of_volunteering,at least once a month,94.5,3.41
