year,demographic,category,vol_type,population_1000,count_1000,percentage
1988,municipality size classes,<= 100 000 inhabitants,informal_only,886.1,233.5,37.7
1988,municipality size classes,<= 2 500 inhabitants,any,1130.5,594.6,37.8
1988,municipality size classes,<= 2 500 inhabitants,formal,1130.5,396.1,24.0
1988,municipality size classes,<= 2 500 inhabitants,informal,1130.5,403.5,25.1
1988,municipality size classes,<= 2 500 inhabitants,both_formal_informal,1130.5,205.4,24.0
1988,municipality size classes,<= 2 500 inhabitants,formal_only,1130.5,194.0,22.3
1988,municipality size classes,<= 2 500 inhabitants,informal_only,1130.5,202.9,24.1
1988,municipality size classes,> 100 000 inhabitants,any,1669.5,748.5,30.4
1988,municipality size classes,> 100 000 inhabitants,formal,1669.5,299.0,13.0
1988,municipality size classes,> 100 000 inhabitants,informal,1669.5,584.1,24.9
1988,municipality size classes,> 100 000 inhabitants,both_formal_informal,1669.5,165.9,16.3
1988,municipality size classes,> 100 000 inhabitants,formal_only,1669.5,135.5,13.4
1988,municipality size classes,> 100 000 inhabitants,informal_only,1669.5,431.6,41.3
1988,household size,1 Person,any,1075.3,473.3,31.2
1988,household size,1 Person,formal,1075.3,216.4,14.3
1988,household size,1 Person,informal,1075.3,384.1,25.0
1988,household size,1 Person,both_formal_informal,1075.3,127.0,18.7
1988,household size,1 Person,formal_only,1075.3,98.5,13.7
1988,household size,1 Person,informal_only,1075.3,260.3,37.0
1988,household size,2 Personen,any,1855.6,898.3,34.7
1988,household size,2 Personen,formal,1855.6,440.7,16.1
1988,household size,2 Personen,informal,1855.6,707.6,25.4
1988,household size,2 Personen,both_formal_informal,1855.6,225.7,17.4
1988,household size,2 Personen,formal_only,1855.6,206.1,15.9
1988,household size,2 Personen,informal_only,1855.6,482.3,35.7
1988,household size,3 Personen,any,974.1,509.0,35.9
1988,household size,3 Personen,formal,974.1,247.4,17.9
1988,household size,3 Personen,informal,974.1,376.3,27.7
1988,household size,3 Personen,both_formal_informal,974.1,131.0,18.1
1988,household size,3 Personen,formal_only,974.1,122.2,17.2
1988,household size,3 Personen,informal_only,974.1,248.3,34.5
1988,household size,4 or more persons,any,1372.4,719.1,37.3
1988,household size,4 or more persons,formal,1372.4,446.3,23.2
1988,household size,4 or more persons,informal,1372.4,467.5,24.5
1988,household size,4 or more persons,both_formal_informal,1372.4,216.8,20.6
1988,household size,4 or more persons,formal_only,1372.4,245.5,23.9
1988,household size,4 or more persons,informal_only,1372.4,270.9,25.8
1988,single-person households,men,any,473.7,241.4,34.2
1988,single-person households,men,formal,473.7,122.8,17.0
1988,single-person households,men,informal,473.7,188.6,26.4
1988,single-person households,men,both_formal_informal,473.7,70.1,20.7
1988,single-person households,men,formal_only,473.7,51.2,14.7
1988,single-person households,men,informal_only,473.7,117.9,35.2
1988,single-person households,total,any,1052.6,481.2,31.1
1988,single-person households,total,formal,1052.6,226.3,14.4
1988,single-person households,total,informal,1052.6,374.1,24.9
1988,single-person households,total,both_formal_informal,1052.6,123.6,18.4
1988,single-person households,total,formal_only,1052.6,93.2,14.2
1988,single-person households,total,informal_only,1052.6,262.0,37.2
1988,single-person households,women,any,550.2,241.2,30.0
1988,single-person households,women,formal,550.2,97.4,12.4
1988,single-person households,women,informal,550.2,190.7,24.4
1988,single-person households,women,both_formal_informal,550.2,54.5,15.5
1988,single-person households,women,formal_only,550.2,46.3,13.0
1988,single-person households,women,informal_only,550.2,140.5,39.8
1988,multi-person households,no kids,any,2911.4,1408.0,34.9
1988,multi-person households,no kids,formal,2911.4,774.7,19.2
1988,multi-person households,no kids,informal,2911.4,1082.6,26.1
1988,multi-person households,no kids,both_formal_informal,2911.4,376.6,18.3
1988,multi-person households,no kids,formal_only,2911.4,377.4,18.5
1988,multi-person households,no kids,informal_only,2911.4,669.6,32.8
1988,multi-person households,total,any,4261.6,2109.6,34.2
1988,multi-person households,total,formal,4261.6,1126.9,19.3
1988,multi-person households,total,informal,4261.6,1549.8,25.6
1988,multi-person households,total,both_formal_informal,4261.6,570.2,19.1
1988,multi-person households,total,formal_only,4261.6,585.3,18.6
1988,multi-person households,total,informal_only,4261.6,1008.0,32.4
1988,multi-person households,with 1 kid,any,697.4,348.0,36.6
1988,multi-person households,with 1 kid,formal,697.4,175.9,18.4
1988,multi-person households,with 1 kid,informal,697.4,265.0,27.2
1988,multi-person households,with 1 kid,both_formal_informal,697.4,96.5,19.5
1988,multi-person households,with 1 kid,formal_only,697.4,84.8,17.2
1988,multi-person households,with 1 kid,informal_only,697.4,172.2,33.4
1988,multi-person households,with 2 or more kids,any,660.6,337.4,35.3
1988,multi-person households,with 2 or more kids,formal,660.6,188.5,20.2
1988,multi-person households,with 2 or more kids,informal,660.6,233.1,24.2
1988,multi-person households,with 2 or more kids,both_formal_informal,660.6,87.7,19.0
1988,multi-person households,with 2 or more kids,formal_only,660.6,100.4,21.3
1988,multi-person households,with 2 or more kids,informal_only,660.6,143.0,29.6
1988,multi-person households,with kids,any,1364.2,662.9,35.0
1988,multi-person households,with kids,formal,1364.2,379.5,19.6
1988,multi-person households,with kids,informal,1364.2,501.7,25.3
1988,multi-person households,with kids,both_formal_informal,1364.2,179.8,18.7
1988,multi-person households,with kids,formal_only,1364.2,182.4,18.8
1988,multi-person households,with kids,informal_only,1364.2,311.0,32.4
1991,total,total,any,5549.4,2698.9,35.7
1991,total,total,formal,5549.4,1433.9,19.0
1991,total,total,informal,5549.4,2084.4,27.7
1991,total,total,both_formal_informal,5549.4,715.7,19.9
1991,total,total,formal_only,5549.4,720.9,18.9
1991,total,total,informal_only,5549.4,1339.3,34.6
1991,gender,men,any,2666.0,1423.4,39.3
1991,gender,men,formal,2666.0,844.9,22.1
1991,gender,men,informal,2666.0,1029.0,27.9
1991,gender,men,both_formal_informal,2666.0,413.4,22.2
1991,gender,men,formal_only,2666.0,404.8,20.9
1991,gender,men,informal_only,2666.0,593.8,29.8
1991,gender,women,any,2876.1,1276.0,34.3
1991,gender,women,formal,2876.1,591.1,15.3
1991,gender,women,informal,2876.1,1029.2,26.2
1991,gender,women,both_formal_informal,2876.1,311.1,17.6
1991,gender,women,formal_only,2876.1,291.9,15.8
1991,gender,women,informal_only,2876.1,729.6,39.8
1991,age,30–39,any,909.6,493.0,39.0
1991,age,30–39,formal,909.6,234.3,19.0
1991,age,30–39,informal,909.6,371.8,28.3
1991,age,30–39,both_formal_informal,909.6,118.6,17.7
1991,age,30–39,formal_only,909.6,119.2,18.8
1991,age,30–39,informal_only,909.6,252.8,38.1
1991,age,40–49,any,869.7,474.8,38.2
1991,age,40–49,formal,869.7,262.6,22.2
1991,age,40–49,informal,869.7,342.6,28.6
1991,age,40–49,both_formal_informal,869.7,142.3,22.7
1991,age,40–49,formal_only,869.7,114.3,17.7
1991,age,40–49,informal_only,869.7,203.3,33.4
1991,age,50–59,any,1031.2,556.6,40.6
1991,age,50–59,formal,1031.2,294.4,20.8
1991,age,50–59,informal,1031.2,407.2,29.6
1991,age,50–59,both_formal_informal,1031.2,154.8,20.6
1991,age,50–59,formal_only,1031.2,139.9,18.0
1991,age,50–59,informal_only,1031.2,261.9,35.4
1991,age,60–69,any,823.0,417.9,38.5
1991,age,60–69,formal,823.0,202.8,18.3
1991,age,60–69,informal,823.0,336.8,29.4
1991,age,60–69,both_formal_informal,823.0,112.6,20.4
1991,age,60–69,formal_only,823.0,86.3,15.2
1991,age,60–69,informal_only,823.0,219.6,37.6
1991,age,70–79,any,526.3,211.9,30.4
1991,age,70–79,formal,526.3,122.5,17.4
1991,age,70–79,informal,526.3,154.5,21.5
1991,age,70–79,both_formal_informal,526.3,64.1,22.2
1991,age,70–79,formal_only,526.3,56.0,19.7
1991,age,70–79,informal_only,526.3,92.6,31.0
1991,age,>80,any,349.1,89.8,18.0
1991,age,>80,formal,349.1,43.5,9.4
1991,age,>80,informal,349.1,62.5,12.7
1991,age,>80,both_formal_informal,349.1,17.1,14.2
1991,age,>80,formal_only,349.1,27.6,22.8
1991,age,>80,informal_only,349.1,45.6,35.7
1991,age,<30,any,1046.9,504.7,36.1
1991,age,<30,formal,1046.9,279.5,19.6
1991,age,<30,informal,1046.9,351.7,24.5
1991,age,<30,both_formal_informal,1046.9,118.0,17.3
1991,age,<30,formal_only,1046.9,153.1,21.8
1991,age,<30,informal_only,1046.9,234.9,34.5
1991,education,(max.) Compulsory education,any,1203.9,372.7,23.2
1991,education,(max.) Compulsory education,formal,1203.9,162.6,9.9
1991,education,(max.) Compulsory education,informal,1203.9,277.0,17.0
1991,education,(max.) Compulsory education,both_formal_informal,1203.9,70.9,14.2
1991,education,(max.) Compulsory education,formal_only,1203.9,88.6,18.3
1991,education,(max.) Compulsory education,informal_only,1203.9,209.4,40.5
1991,education,matura,any,915.5,527.5,41.3
1991,education,matura,formal,915.5,290.0,22.8
1991,education,matura,informal,915.5,380.3,32.1
1991,education,matura,both_formal_informal,915.5,153.1,20.4
1991,education,matura,formal_only,915.5,133.8,19.4
1991,education,matura,informal_only,915.5,238.7,32.5
1991,education,"teaching, BMS",any,2498.1,1240.6,34.6
1991,education,"teaching, BMS",formal,2498.1,615.7,18.5
1991,education,"teaching, BMS",informal,2498.1,920.3,25.9
1991,education,"teaching, BMS",both_formal_informal,2498.1,329.0,19.5
1991,education,"teaching, BMS",formal_only,2498.1,305.2,18.4
1991,education,"teaching, BMS",informal_only,2498.1,598.8,35.8
1991,education,university,any,914.3,615.8,48.5
1991,education,university,formal,914.3,340.5,28.4
1991,education,university,informal,914.3,438.4,36.2
1991,education,university,both_formal_informal,914.3,191.3,23.1
1991,education,university,formal_only,914.3,157.8,18.9
1991,education,university,informal_only,914.3,256.8,30.7
1991,citizenship,Austria,any,4652.9,2346.5,38.0
1991,citizenship,Austria,formal,4652.9,1285.5,20.6
1991,citizenship,Austria,informal,4652.9,1730.2,28.0
1991,citizenship,Austria,both_formal_informal,4652.9,649.6,20.6
1991,citizenship,Austria,formal_only,4652.9,642.9,19.6
1991,citizenship,Austria,informal_only,4652.9,1088.3,33.9
1991,citizenship,not Austria,any,948.1,332.8,26.7
1991,citizenship,not Austria,formal,948.1,140.8,11.3
1991,citizenship,not Austria,informal,948.1,273.9,20.5
1991,citizenship,not Austria,both_formal_informal,948.1,73.2,15.8
1991,citizenship,not Austria,formal_only,948.1,68.0,15.2
1991,citizenship,not Austria,informal_only,948.1,197.5,43.4
1991,birth_country,Austria,any,4409.2,2281.3,39.7
1991,birth_country,Austria,formal,4409.2,1205.9,20.6
1991,birth_country,Austria,informal,4409.2,1712.1,29.0
1991,birth_country,Austria,both_formal_informal,4409.2,635.5,19.9
1991,birth_country,Austria,formal_only,4409.2,603.8,19.7
1991,birth_country,Austria,informal_only,4409.2,1037.5,33.9
1991,birth_country,not Austria,any,1196.8,435.9,26.7
1991,birth_country,not Austria,formal,1196.8,191.4,11.6
1991,birth_country,not Austria,informal,1196.8,351.9,20.7
1991,birth_country,not Austria,both_formal_informal,1196.8,96.2,15.7
1991,birth_country,not Austria,formal_only,1196.8,94.1,14.7
1991,birth_country,not Austria,informal_only,1196.8,251.1,41.8
1991,migration,1. Generation,any,1114.4,404.1,25.7
1991,migration,1. Generation,formal,1114.4,162.4,10.4
1991,migration,1. Generation,informal,1114.4,310.3,20.8
1991,migration,1. Generation,both_formal_informal,1114.4,81.3,14.8
1991,migration,1. Generation,formal_only,1114.4,81.3,15.2
1991,migration,1. Generation,informal_only,1114.4,231.1,43.5
1991,migration,2. Generation,any,235.3,90.7,26.8
1991,migration,2. Generation,formal,235.3,30.2,9.4
1991,migration,2. Generation,informal,235.3,70.5,21.4
1991,migration,2. Generation,both_formal_informal,235.3,12.4,9.8
1991,migration,2. Generation,formal_only,235.3,18.0,15.1
1991,migration,2. Generation,informal_only,235.3,60.2,48.1
1991,migration,no migration background,any,4217.4,2266.9,38.8
1991,migration,no migration background,formal,4217.4,1219.0,21.9
1991,migration,no migration background,informal,4217.4,1676.9,28.8
1991,migration,no migration background,both_formal_informal,4217.4,642.2,20.9
1991,migration,no migration background,formal_only,4217.4,607.8,19.7
1991,migration,no migration background,informal_only,4217.4,1028.6,32.8
1991,employment,employed,any,2906.7,1592.9,40.1
1991,employment,employed,formal,2906.7,841.0,22.2
1991,employment,employed,informal,2906.7,1144.9,29.8
1991,employment,employed,both_formal_informal,2906.7,423.9,20.0
1991,employment,employed,formal_only,2906.7,421.2,20.0
1991,employment,employed,informal_only,2906.7,685.5,32.5
1991,employment,household leader,any,299.7,143.5,35.9
1991,employment,household leader,formal,299.7,68.0,16.7
1991,employment,household leader,informal,299.7,110.3,25.9
1991,employment,household leader,both_formal_informal,299.7,30.8,15.5
1991,employment,household leader,formal_only,299.7,36.8,18.1
1991,employment,household leader,informal_only,299.7,81.6,38.7
1991,employment,in training,any,422.2,230.1,40.0
1991,employment,in training,formal,422.2,119.3,20.5
1991,employment,in training,informal,422.2,157.5,26.3
1991,employment,in training,both_formal_informal,422.2,51.4,15.9
1991,employment,in training,formal_only,422.2,71.3,22.9
1991,employment,in training,informal_only,422.2,106.2,33.7
1991,employment,miscellaneous,any,209.1,90.2,32.0
1991,employment,miscellaneous,formal,209.1,47.7,16.8
1991,employment,miscellaneous,informal,209.1,77.6,28.5
1991,employment,miscellaneous,both_formal_informal,209.1,35.1,27.0
1991,employment,miscellaneous,formal_only,209.1,12.3,10.1
1991,employment,miscellaneous,informal_only,209.1,45.1,35.6
1991,employment,retired,any,1488.1,634.8,31.1
1991,employment,retired,formal,1488.1,306.0,15.3
1991,employment,retired,informal,1488.1,460.7,23.5
1991,employment,retired,both_formal_informal,1488.1,162.0,19.8
1991,employment,retired,formal_only,1488.1,145.0,17.7
1991,employment,retired,informal_only,1488.1,307.9,36.0
1991,employment,unemployed,any,223.7,84.8,27.5
1991,employment,unemployed,formal,223.7,23.2,7.7
